specification,k,centroid_id,n,share_percent,cycle_counts,centroid_bmi,member_median_bmi,member_q1_bmi,member_q3_bmi,missing_percent_bmi,centroid_triglycerides,member_median_triglycerides,member_q1_triglycerides,member_q3_triglycerides,missing_percent_triglycerides,centroid_ldl,member_median_ldl,member_q1_ldl,member_q3_ldl,missing_percent_ldl,centroid_hdl,member_median_hdl,member_q1_hdl,member_q3_hdl,missing_percent_hdl,centroid_age,member_median_age,member_q1_age,member_q3_age,missing_percent_age,centroid_waist_circumference,member_median_waist_circumference,member_q1_waist_circumference,member_q3_waist_circumference,missing_percent_waist_circumference,centroid_fasting_insulin,member_median_fasting_insulin,member_q1_fasting_insulin,member_q3_fasting_insulin,missing_percent_fasting_insulin,centroid_crp,member_median_crp,member_q1_crp,member_q3_crp,missing_percent_crp
expanded8_recent_equal,2,K02-C02,364,50.0,"{""2015-2016"": 110, ""2017-2018"": 121, ""2021-2023"": 133}",36.51593406593406,35.6,31.4,40.3,0.8241758241758242,136.58855789338145,135.0,97.0,190.0,1.6483516483516485,125.20879120879121,123.0,99.0,150.0,4.1208791208791204,50.997252747252745,49.0,43.0,57.0,1.098901098901099,54.620879120879124,55.0,52.0,58.0,0.0,113.5021978021978,112.5,103.8,122.05,3.571428571428571,16.21427554051605,15.41,10.9475,22.4975,1.6483516483516485,5.738542977430668,5.455,3.04,9.6625,1.098901098901099
expanded8_recent_equal,2,K02-C01,364,50.0,"{""2015-2016"": 119, ""2017-2018"": 113, ""2021-2023"": 132}",25.90879120879121,25.5,22.575000000000003,28.7,1.098901098901099,80.8578947176821,80.0,60.75,105.0,5.4945054945054945,123.18406593406594,124.0,99.5,148.5,5.769230769230769,67.63461538461539,65.5,55.0,78.0,3.8461538461538463,54.95054945054945,56.0,52.0,58.0,0.0,89.83681318681319,89.2,82.3,96.9,0.8241758241758242,6.693320043358792,6.735,4.59,9.4275,4.395604395604396,1.7285190161480366,1.26,0.6,2.73,3.296703296703297
expanded8_recent_equal,3,K03-C03,189,25.961538461538463,"{""2015-2016"": 61, ""2017-2018"": 64, ""2021-2023"": 64}",41.15873015873016,39.8,36.8,43.6,0.0,115.84191910007884,113.0,80.0,158.75,1.5873015873015872,114.26455026455027,115.0,92.0,134.0,2.1164021164021163,51.164021164021165,48.0,42.0,58.0,1.0582010582010581,53.52910052910053,54.0,50.0,57.0,0.0,121.27513227513228,121.6,114.07499999999999,128.425,4.761904761904762,20.12194299015835,19.03,13.4525,28.0075,1.5873015873015872,7.9370883854519,7.295,4.430000000000001,13.425,0.5291005291005291
expanded8_recent_equal,3,K03-C02,315,43.269230769230774,"{""2015-2016"": 96, ""2017-2018"": 105, ""2021-2023"": 114}",29.758412698412698,29.75,27.1,32.775,1.5873015873015872,135.979689750874,131.0,99.0,183.0,5.714285714285714,135.18412698412698,135.0,112.0,158.0,8.571428571428571,53.250793650793646,52.0,46.0,60.0,5.079365079365079,55.698412698412696,56.0,54.0,59.0,0.0,100.1647619047619,101.1,93.8,106.5,1.9047619047619049,10.856516130430485,10.84,8.19,14.63,5.714285714285714,3.3303998149541867,3.1,1.62,5.4,4.444444444444445
expanded8_recent_equal,3,K03-C01,224,30.76923076923077,"{""2015-2016"": 72, ""2017-2018"": 65, ""2021-2023"": 87}",24.864732142857143,24.15,21.8,27.275,0.8928571428571428,67.34559952840016,67.0,52.0,88.5,2.232142857142857,117.125,119.0,93.0,140.5,2.232142857142857,74.72321428571428,72.0,62.0,84.0,0.0,54.5625,55.0,51.0,58.0,0.0,87.24330357142857,86.0,80.25,93.05,0.4464285714285714,5.610857211807243,5.71,3.955,7.705,0.4464285714285714,1.2756839222385512,0.94,0.5,1.9449999999999998,0.4464285714285714
expanded8_recent_equal,4,K04-C03,186,25.549450549450547,"{""2015-2016"": 57, ""2017-2018"": 59, ""2021-2023"": 70}",32.344086021505376,32.3,29.475,35.6,1.0752688172043012,190.07567147847828,183.0,142.0,240.0,0.5376344086021506,139.75806451612902,138.5,108.0,164.25,5.376344086021505,47.33870967741935,47.0,40.0,53.0,0.0,55.516129032258064,55.5,54.0,59.0,0.0,106.59408602150538,105.9,101.69999999999999,113.45,1.6129032258064515,15.007778001768317,14.54,10.82,19.89,0.5376344086021506,4.24387373080352,3.96,2.495,6.7375,0.0
expanded8_recent_equal,4,K04-C01,119,16.346153846153847,"{""2015-2016"": 44, ""2017-2018"": 35, ""2021-2023"": 40}",23.284033613445377,22.5,20.5,25.15,0.8403361344537815,59.3807215179943,60.0,46.5,72.0,3.361344537815126,110.19327731092437,109.0,87.0,133.0,3.361344537815126,84.02521008403362,82.0,72.5,94.0,0.0,55.05042016806723,56.0,52.0,59.0,0.0,83.8781512605042,82.8,77.4,88.9,0.0,4.610945876456229,4.56,3.085,6.734999999999999,0.0,1.072489782184018,0.675,0.43,1.745,0.8403361344537815
expanded8_recent_equal,4,K04-C02,277,38.04945054945055,"{""2015-2016"": 80, ""2017-2018"": 89, ""2021-2023"": 108}",27.825270758122745,27.7,24.6,30.8,1.444043321299639,92.75532904589159,93.0,73.5,115.5,6.4981949458483745,126.78339350180505,127.0,109.0,151.75,6.859205776173286,59.707581227436826,59.0,52.0,67.0,5.776173285198556,54.91696750902527,55.0,52.0,58.0,0.0,94.56931407942238,94.05,86.925,101.325,1.8050541516245486,8.44660438190465,8.33,6.1,11.14,6.4981949458483745,2.3004240476284883,1.75,0.955,3.605,5.054151624548736
expanded8_recent_equal,4,K04-C04,146,20.054945054945055,"{""2015-2016"": 48, ""2017-2018"": 51, ""2021-2023"": 47}",42.65890410958904,41.150000000000006,38.0,45.9,0.0,99.51233897795663,100.0,75.5,126.0,2.054794520547945,110.87671232876713,112.0,90.5,131.0,2.054794520547945,53.69178082191781,51.0,45.0,61.0,1.36986301369863,53.39041095890411,54.0,50.0,57.0,0.0,123.36780821917807,122.75,117.0,131.075,5.47945205479452,18.738754311248357,17.73,12.51,26.265,2.054794520547945,8.861195857247592,8.06,4.67,13.7,0.684931506849315
expanded8_recent_equal,5,K05-C03,161,22.115384615384613,"{""2015-2016"": 45, ""2017-2018"": 49, ""2021-2023"": 67}",32.52422360248447,32.7,28.8,35.875,1.8633540372670807,95.26150888669943,97.0,78.0,119.5,6.211180124223603,118.8944099378882,122.0,94.5,142.5,6.211180124223603,60.08695652173913,60.0,51.0,69.0,4.3478260869565215,57.73913043478261,59.0,56.0,60.0,0.0,105.68944099378882,105.5,99.6,113.9,2.484472049689441,10.359662701843277,10.285,7.7675,13.3275,5.590062111801243,5.026970909650917,4.55,2.715,8.34,4.3478260869565215
